NV	3236500	2583935	Jackpot CDP	57	S	1195	622	10053839	113355	3.882	0.044	41.979455	-114.664598
NV	3237190	2408448	Johnson Lane CDP	57	S	6490	2643	56648801	17026	21.872	0.007	39.064365	-119.720236
NV	3238000	2408483	Kingsbury CDP	57	S	2152	1868	56487779	0	21.81	0	38.990927	-119.883673
NV	3238100	2583936	Kingston CDP	57	S	113	124	10535558	0	4.068	0	39.210131	-117.067937
NV	3239100	2583937	Lakeridge CDP	57	S	371	355	3769193	198471	1.455	0.077	39.038176	-119.942779
NV	3239300	2583938	Lamoille CDP	57	S	105	75	4775747	0	1.844	0	40.723853	-115.478949
NV	3240000	2411630	Las Vegas city	25	A	583756	243701	351758506	133986	135.815	0.052	36.227712	-115.264045
NV	3241000	2408587	Laughlin CDP	57	S	7323	4966	228025914	3503471	88.041	1.353	35.146988	-114.743947
NV	3241800	2408597	Lemmon Valley CDP	57	S	5040	1897	44516989	3132019	17.188	1.209	39.686089	-119.835223
NV	3242350	2583939	Logan Creek CDP	57	S	26	31	4538452	143454	1.752	0.055	39.06504	-119.924341
NV	3243000	2410887	Lovelock city	25	A	1894	945	2204962	0	0.851	0	40.178758	-118.477535
NV	3243400	2583940	Lund CDP	57	S	282	115	4391573	0	1.696	0	38.865386	-115.009103
NV	3244000	2408198	McDermitt CDP	57	S	172	101	8504571	0	3.284	0	41.990909	-117.704099
NV	3244200	2408199	McGill CDP	57	S	1148	582	2813092	0	1.086	0	39.401949	-114.777057
NV	3246000	2411089	Mesquite city	25	A	15276	8911	82607564	1170305	31.895	0.452	36.808342	-114.129148
NV	3246800	2583941	Mina CDP	57	S	155	158	6233580	1901	2.407	0.001	38.390181	-118.111247
NV	3247000	2408835	Minden CDP	57	S	3001	1479	10946752	49379	4.227	0.019	38.958307	-119.76859
NV	3247840	2408847	Moapa Town CDP	57	S	1025	379	390630545	0	150.823	0	36.770689	-114.647264
NV	3247880	2408848	Moapa Valley CDP	57	S	6924	2793	113115421	61493	43.674	0.024	36.604005	-114.449231
NV	3248000	2583942	Mogul CDP	57	S	1290	523	3815223	14009	1.473	0.005	39.516172	-119.923037
NV	3248400	2583943	Montello CDP	57	S	84	89	1026596	0	0.396	0	41.267232	-114.196994
NV	3249310	2408875	Mount Charleston CDP	57	S	357	504	75864422	0	29.291	0	36.262533	-115.61394
NV	3249425	2583944	Mount Wilson CDP	57	S	33	75	11934484	0	4.608	0	38.234993	-114.450329
NV	3250400	2408911	Nellis AFB CDP	57	S	3187	1068	7019052	0	2.71	0	36.246587	-115.057216
NV	3250600	2583945	Nelson CDP	57	S	37	43	12429022	0	4.799	0	35.717933	-114.83135
NV	3251200	2408930	Nixon CDP	57	S	374	142	16380050	0	6.324	0	39.828056	-119.359027
NV	3251800	2411273	North Las Vegas city	25	A	216961	76073	262483131	112001	101.345	0.043	36.282974	-115.089262
NV	3252200	2583946	Oasis CDP	57	S	29	20	2310587	0	0.892	0	41.028608	-114.476318
NV	3253000	2583947	Orovada CDP	57	S	155	96	117315416	0	45.296	0	41.560963	-117.776273
NV	3253200	2583948	Osino CDP	57	S	709	239	6424627	0	2.481	0	40.940944	-115.661083
NV	3253600	2409008	Owyhee CDP	57	S	953	393	583532619	1566605	225.303	0.605	41.927002	-116.176614
NV	3253800	2409016	Pahrump CDP	57	S	36441	17824	781483839	369339	301.733	0.143	36.24111	-116.019165
NV	3254200	2583949	Panaca CDP	57	S	963	426	8450653	0	3.263	0	37.788963	-114.399666
NV	3254600	2409023	Paradise CDP	57	S	223167	114296	120996826	0	46.717	0	36.080689	-115.136839
NV	3255400	2583950	Paradise Valley CDP	57	S	109	92	41282513	18757	15.939	0.007	41.489579	-117.532211
NV	3257400	2583951	Pioche CDP	57	S	1002	564	15939198	0	6.154	0	37.951972	-114.443453
NV	3258000	2583952	Preston CDP	57	S	78	39	3065953	0	1.184	0	38.915703	-115.064318
NV	3258820	2583953	Rachel CDP	57	S	54	45	19773704	0	7.635	0	37.650958	-115.734122
NV	3260600	2410923	Reno city	25	A	225221	102582	266792840	7423507	103.009	2.866	39.474487	-119.776538
NV	3262170	2583954	Round Hill Village CDP	57	S	759	773	15005389	335193	5.794	0.129	38.996486	-119.917476
NV	3263450	2583955	Ruhenstroth CDP	57	S	1293	556	7279571	0	2.811	0	38.89128	-119.683378
NV	3263800	2629979	Ruth CDP	57	S	440	247	896570	0	0.346	0	39.279287	-114.990053
NV	3264600	2409272	Sandy Valley CDP	57	S	2051	1024	145029457	0	55.996	0	35.842134	-115.630539
NV	3265400	2409291	Schurz CDP	57	S	658	322	149536518	2077465	57.736	0.802	38.936924	-118.791863
NV	3265600	2409295	Searchlight CDP	57	S	539	461	34014028	0	13.133	0	35.482848	-114.915692
NV	3267000	2583956	Silver Peak CDP	57	S	107	133	2556476	0	0.987	0	37.757758	-117.63865
NV	3267200	2408739	Silver Springs CDP	57	S	5296	2456	185444505	14270284	71.601	5.51	39.383454	-119.21464
NV	3267600	2583957	Skyland CDP	57	S	376	265	11281793	261444	4.356	0.101	39.027326	-119.919072
NV	3268050	2408748	Smith Valley CDP	57	S	1603	800	312408098	4983230	120.621	1.924	38.788295	-119.338585
NV	3268350	2408785	Spanish Springs CDP	57	S	15064	5619	144156009	855173	55.659	0.33	39.655013	-119.668817
NV	3268400	2411949	Sparks city	25	A	90264	36455	92612673	435342	35.758	0.168	39.569372	-119.706926
NV	3268550	2408791	Spring Creek CDP	57	S	12361	4394	152210420	172782	58.769	0.067	40.738823	-115.59675
NV	3268585	2408797	Spring Valley CDP	57	S	178395	83678	86055877	0	33.226	0	36.098721	-115.261921
NV	3268800	2629980	Stagecoach CDP	57	S	1874	840	21614137	0	8.345	0	39.365594	-119.383178
NV	3269200	2409998	Stateline CDP	57	S	842	463	1861913	272684	0.719	0.105	38.965456	-119.944304
NV	3270900	2410017	Summerlin South CDP	57	S	24085	11542	24979068	0	9.644	0	36.124338	-115.332434
NV	3271400	2410035	Sunrise Manor CDP	57	S	189372	70255	86382432	0	33.352	0	36.178475	-115.048973
NV	3271600	2410028	Sun Valley CDP	57	S	19299	6648	38591814	0	14.9	0	39.610454	-119.776464
NV	3271800	2410038	Sutcliffe CDP	57	S	253	120	25888194	0	9.995	0	39.946058	-119.630514
NV	3273600	2409333	Tonopah CDP	57	S	2478	1576	42071999	0	16.244	0	38.099649	-117.248229
NV	3274200	2583958	Topaz Lake CDP	57	S	157	142	3077448	1310920	1.188	0.506	38.698768	-119.54197
NV	3274400	2583959	Topaz Ranch Estates CDP	57	S	1501	829	37270282	0	14.39	0	38.735652	-119.500794
NV	3277200	2583960	Ursine CDP	57	S	91	87	11244193	0	4.341	0	37.977287	-114.22887
NV	3278200	2583961	Valmy CDP	57	S	37	35	9470790	1035	3.657	0	40.769251	-117.132022
NV	3279400	2583962	Verdi CDP	57	S	1415	686	8732226	302301	3.372	0.117	39.521437	-119.983895
NV	3280000	2629981	Virginia City CDP	57	S	855	488	2244630	0	0.867	0	39.307469	-119.648271
NV	3281000	2409520	Wadsworth CDP	57	S	834	350	9639025	825	3.722	0	39.632113	-119.289046
NV	3281245	2583963	Walker Lake CDP	57	S	275	226	3531126	0	1.363	0	38.646728	-118.757202
NV	3282250	2629982	Washoe Valley CDP	57	S	3019	1311	13053666	0	5.04	0	39.292274	-119.776751
NV	3283000	2412210	Wells city	25	A	1292	641	17880783	0	6.904	0	41.113155	-114.953538
NV	3283730	2412232	West Wendover city	25	A	4410	1504	19378793	1751	7.482	0.001	40.740253	-114.078633
NV	3283800	2409590	Whitney CDP	57	S	38585	16420	17450779	0	6.738	0	36.100409	-115.038051
NV	3284600	2409607	Winchester CDP	57	S	27978	14969	11244658	0	4.342	0	36.13667	-115.130046
NV	3284800	2412284	Winnemucca city	25	A	7396	3214	24325413	0	9.392	0	40.964352	-117.725449
NV	3285400	2412318	Yerington city	25	A	3048	1507	22268261	0	8.598	0	38.992876	-119.163145
